1740091015915945000, 0, vest, 1311, 552, 48, 71
1740091015915945000, 1, cover, 25, 333, 195, 270
1740091015915945000, 2, loads, 199, 317, 468, 260
1740091015915945000, 3, forklift, 268, 505, 293, 451
1740091015915945000, 4, humans, 1295, 524, 65, 203
1740091015915945000, 5, truck, 0, 242, 1338, 458
1740091016068137000, 0, vest, 1311, 553, 48, 71
1740091016068137000, 1, cover, 23, 333, 196, 270
1740091016068137000, 2, loads, 199, 316, 468, 260
1740091016068137000, 3, forklift, 272, 504, 291, 448
1740091016068137000, 4, humans, 1295, 524, 66, 202
1740091016068137000, 5, truck, 0, 243, 1338, 458
1740091016112011000, 0, vest, 1311, 553, 48, 71
1740091016112011000, 1, cover, 25, 333, 195, 270
1740091016112011000, 2, loads, 199, 316, 468, 261
1740091016112011000, 3, forklift, 275, 502, 289, 446
1740091016112011000, 4, humans, 1295, 524, 66, 202
1740091016112011000, 5, truck, 0, 243, 1337, 458
1740091016217579000, 0, vest, 1311, 553, 48, 71
1740091016217579000, 1, cover, 23, 333, 197, 270
1740091016217579000, 2, loads, 198, 316, 468, 261
1740091016217579000, 3, forklift, 278, 500, 287, 444
1740091016217579000, 4, humans, 1295, 524, 66, 202
1740091016217579000, 5, truck, 0, 242, 1337, 458
1740091016313047000, 0, vest, 1311, 553, 48, 71
1740091016313047000, 1, cover, 22, 333, 199, 270
1740091016313047000, 2, loads, 198, 316, 469, 261
1740091016313047000, 3, forklift, 281, 499, 285, 441
1740091016313047000, 4, humans, 1294, 524, 66, 202
1740091016313047000, 5, truck, 0, 242, 1337, 457
1740091016412014000, 0, vest, 1311, 553, 48, 71
1740091016412014000, 1, cover, 21, 333, 199, 270
1740091016412014000, 2, loads, 198, 316, 469, 261
1740091016412014000, 3, forklift, 284, 499, 284, 438
1740091016412014000, 4, humans, 1294, 524, 66, 202
1740091016412014000, 5, truck, 0, 241, 1337, 457
1740091016512431000, 0, vest, 1311, 553, 48, 71
1740091016512431000, 1, cover, 19, 333, 201, 270
1740091016512431000, 2, loads, 197, 315, 469, 262
1740091016512431000, 3, forklift, 285, 498, 283, 436
1740091016512431000, 4, humans, 1294, 524, 66, 202
1740091016512431000, 5, truck, 0, 240, 1336, 457
1740091016611388000, 0, vest, 1311, 552, 48, 71
1740091016611388000, 1, cover, 22, 333, 199, 270
1740091016611388000, 2, loads, 197, 315, 470, 262
1740091016611388000, 3, forklift, 288, 498, 282, 435
1740091016611388000, 4, humans, 1294, 524, 66, 201
1740091016611388000, 5, truck, 0, 239, 1337, 458
1740091016713169000, 0, vest, 1311, 553, 48, 71
1740091016713169000, 1, cover, 23, 333, 197, 270
1740091016713169000, 2, loads, 197, 314, 470, 262
1740091016713169000, 3, forklift, 291, 496, 281, 432
1740091016713169000, 4, humans, 1294, 524, 66, 202
1740091016713169000, 5, truck, 0, 238, 1337, 458
1740091016811093000, 0, vest, 1310, 553, 48, 71
1740091016811093000, 1, cover, 22, 333, 199, 270
1740091016811093000, 2, loads, 197, 314, 470, 262
1740091016811093000, 3, forklift, 293, 495, 281, 430
1740091016811093000, 4, humans, 1294, 524, 66, 202
1740091016811093000, 5, truck, 0, 238, 1337, 458
1740091016915342000, 0, vest, 1310, 553, 48, 71
1740091016915342000, 1, cover, 23, 333, 197, 270
1740091016915342000, 2, loads, 197, 314, 470, 261
1740091016915342000, 3, forklift, 295, 495, 280, 428
1740091016915342000, 4, humans, 1294, 524, 66, 202
1740091016915342000, 5, truck, 0, 238, 1338, 458
1740091017064508000, 0, vest, 1310, 553, 48, 70
1740091017064508000, 1, cover, 24, 333, 196, 270
1740091017064508000, 2, loads, 197, 314, 470, 261
1740091017064508000, 3, forklift, 301, 494, 277, 425
1740091017064508000, 4, humans, 1294, 524, 67, 202
1740091017064508000, 5, truck, 0, 238, 1339, 458
1740091017117611000, 0, vest, 1310, 553, 48, 70
1740091017117611000, 1, cover, 25, 333, 196, 270
1740091017117611000, 2, loads, 197, 314, 470, 261
1740091017117611000, 3, forklift, 303, 493, 276, 422
1740091017117611000, 4, humans, 1293, 524, 67, 202
1740091017117611000, 5, truck, 4, 238, 1338, 458
1740091017211304000, 0, vest, 1309, 554, 49, 70
1740091017211304000, 1, cover, 22, 333, 198, 270
1740091017211304000, 2, loads, 197, 314, 470, 261
1740091017211304000, 3, forklift, 308, 492, 274, 420
1740091017211304000, 4, humans, 1293, 524, 67, 202
1740091017211304000, 5, truck, 5, 239, 1338, 458
1740091017318384000, 0, vest, 1309, 554, 49, 69
1740091017318384000, 1, cover, 24, 333, 197, 270
1740091017318384000, 2, loads, 197, 315, 470, 261
1740091017318384000, 3, forklift, 311, 490, 273, 418
1740091017318384000, 4, humans, 1293, 524, 67, 202
1740091017318384000, 5, truck, 5, 239, 1338, 458
1740091017463391000, 0, vest, 1309, 554, 49, 69
1740091017463391000, 1, cover, 22, 333, 199, 270
1740091017463391000, 2, loads, 198, 315, 470, 261
1740091017463391000, 3, forklift, 314, 489, 272, 416
1740091017463391000, 4, humans, 1293, 524, 67, 202
1740091017463391000, 5, truck, 3, 240, 1338, 458
1740091017566034000, 0, vest, 1309, 554, 49, 69
1740091017566034000, 1, cover, 21, 333, 200, 270
1740091017566034000, 2, loads, 197, 315, 470, 260
1740091017566034000, 3, forklift, 316, 488, 271, 414
1740091017566034000, 4, humans, 1293, 524, 67, 202
1740091017566034000, 5, truck, 1, 240, 1338, 458
1740091017666561000, 0, vest, 1309, 554, 49, 69
1740091017666561000, 1, cover, 20, 333, 200, 270
1740091017666561000, 2, loads, 197, 315, 471, 260
1740091017666561000, 3, forklift, 319, 486, 270, 411
1740091017666561000, 4, humans, 1293, 524, 67, 202
1740091017666561000, 5, truck, 1, 240, 1338, 459
1740091017765146000, 0, vest, 1309, 554, 49, 69
1740091017765146000, 1, cover, 22, 333, 198, 270
1740091017765146000, 2, loads, 197, 315, 471, 260
1740091017765146000, 3, forklift, 320, 485, 270, 409
1740091017765146000, 4, humans, 1293, 524, 67, 202
1740091017765146000, 5, truck, 0, 240, 1338, 459
1740091017812865000, 0, vest, 1309, 554, 49, 70
1740091017812865000, 1, cover, 22, 333, 199, 270
1740091017812865000, 2, loads, 197, 315, 471, 260
1740091017812865000, 3, forklift, 322, 484, 270, 406
1740091017812865000, 4, humans, 1292, 524, 67, 202
1740091017812865000, 5, truck, 0, 240, 1337, 459
1740091017911884000, 0, vest, 1309, 553, 49, 70
1740091017911884000, 1, cover, 24, 333, 196, 270
1740091017911884000, 2, loads, 197, 315, 471, 260
1740091017911884000, 3, forklift, 322, 482, 271, 404
1740091017911884000, 4, humans, 1292, 524, 67, 202
1740091017911884000, 5, truck, 0, 239, 1336, 459
1740091018019325000, 0, vest, 1309, 553, 49, 70
1740091018019325000, 1, cover, 25, 333, 195, 270
1740091018019325000, 2, loads, 197, 315, 472, 260
1740091018019325000, 3, forklift, 322, 480, 272, 402
1740091018019325000, 4, humans, 1292, 524, 68, 202
1740091018019325000, 5, truck, 0, 238, 1336, 459
1740091018115577000, 0, vest, 1309, 553, 49, 70
1740091018115577000, 1, cover, 23, 333, 198, 270
1740091018115577000, 2, loads, 197, 314, 471, 261
1740091018115577000, 3, forklift, 323, 486, 273, 391
1740091018115577000, 4, humans, 1292, 524, 68, 202
1740091018115577000, 5, truck, 0, 238, 1335, 459
1740091018217165000, 0, vest, 1309, 553, 49, 70
1740091018217165000, 1, cover, 21, 333, 199, 270
1740091018217165000, 2, loads, 197, 313, 471, 262
1740091018217165000, 3, forklift, 323, 482, 274, 391
1740091018217165000, 4, humans, 1292, 524, 68, 202
1740091018217165000, 5, truck, 0, 237, 1335, 459
1740091018362326000, 0, vest, 1309, 553, 49, 70
1740091018362326000, 1, cover, 20, 333, 200, 270
1740091018362326000, 2, loads, 197, 313, 471, 262
1740091018362326000, 3, forklift, 324, 479, 274, 390
1740091018362326000, 4, humans, 1292, 524, 68, 202
1740091018362326000, 5, truck, 0, 237, 1335, 459
1740091018468065000, 0, vest, 1309, 553, 49, 70
1740091018468065000, 1, cover, 19, 333, 201, 270
1740091018468065000, 2, loads, 198, 313, 471, 262
1740091018468065000, 3, forklift, 326, 482, 274, 385
1740091018468065000, 4, humans, 1292, 524, 68, 202
1740091018468065000, 5, truck, 0, 237, 1335, 459
1740091018514757000, 0, vest, 1309, 553, 49, 70
